,TC Number,Trains Daily,Vehicles Daily,Train Max Speed (mph),Road Max Speed (km/h),Lanes,Tracks,OccDate,SUBD_OWNER_ABBREV_ENG
338,1323,3.0,1590.0,25.0,50.0,2.0,1.0,1/12/2021 12:40:00 PM,CN
339,28420,28.0,300.0,50.0,50.0,2.0,2.0,1/12/2021 12:06:00 AM,CP
340,26785,10.0,50.0,45.0,50.0,2.0,1.0,1/5/2021 8:45:00 AM,CP
341,19845,17.0,75.0,50.0,80.0,2.0,1.0,1/1/2021 1:28:00 PM,CP
342,17850,1.5,4070.0,10.0,90.0,2.0,1.0,12/30/2020 12:51:00 AM,CN
343,23418,12.0,691.0,35.0,50.0,2.0,2.0,12/25/2020 11:04:00 AM,CP
344,22944,2.0,100.0,25.0,80.0,2.0,1.0,12/21/2020 3:30:00 PM,CP
345,22160,10.0,1696.0,40.0,60.0,2.0,4.0,12/12/2020 11:47:00 PM,CP
346,31030,0.6,300.0,25.0,50.0,2.0,3.0,12/10/2020 1:15:00 PM,CP
347,24303,2.0,35.0,30.0,50.0,2.0,1.0,12/8/2020 4:05:00 PM,CP
348,24296,2.0,2.0,30.0,20.0,2.0,1.0,12/8/2020 1:03:00 PM,CP
349,101088,,,,,,,12/8/2020 9:43:00 AM,CN
350,4855,27.0,3504.0,65.0,90.0,2.0,1.0,12/5/2020 10:40:00 AM,CN
351,601114,39.86,1.0,60.0,10.0,2.0,2.0,12/4/2020 3:30:00 PM,CN
352,7042,36.0,15000.0,50.0,70.0,2.0,3.0,12/3/2020 3:10:00 PM,CN
353,26915,10.0,50.0,50.0,80.0,2.0,1.0,12/3/2020 9:43:00 AM,CP
354,29027,6.0,75.0,40.0,80.0,2.0,1.0,12/1/2020 6:31:00 PM,CP
355,781,24.0,1756.0,55.0,80.0,2.0,1.0,12/1/2020 10:36:00 PM,CN
356,26982,10.0,10.0,50.0,80.0,2.0,1.0,12/1/2020 6:35:00 AM,CP
357,25188,21.0,700.0,55.0,100.0,2.0,2.0,12/1/2020 4:20:00 AM,CP
358,1302,5.0,25.0,40.0,80.0,2.0,1.0,11/26/2020 8:26:00 AM,CN
359,8682,,,,,,,11/25/2020 3:10:00 PM,CN
360,21207,8.0,136.0,45.0,80.0,2.0,1.0,11/24/2020 9:33:00 AM,CP
361,32779,3.0,100.0,35.0,60.0,2.0,1.0,11/16/2020 3:20:00 PM,CN
362,13625,4.0,50.0,40.0,80.0,2.0,1.0,11/16/2020 10:50:00 AM,CN
363,35983,2.0,100.0,10.0,30.0,2.0,1.0,11/12/2020 9:20:00 AM,CN
364,14094,7.0,4500.0,50.0,50.0,4.0,2.0,11/9/2020 10:00:00 PM,CN
365,762551,8.0,50.0,55.0,80.0,2.0,1.0,11/5/2020 10:08:00 AM,CP
366,15492,3.0,4000.0,15.0,50.0,4.0,1.0,11/2/2020 1:14:00 PM,CN
367,30932,9.0,3000.0,35.0,80.0,2.0,1.0,10/31/2020 2:20:00 PM,CP
368,30849,10.0,18000.0,25.0,50.0,4.0,1.0,10/29/2020 7:58:00 PM,CP
370,12694,18.86,4750.0,65.0,100.0,2.0,1.0,10/27/2020 6:50:00 AM,CN
371,14906,,,,,,,10/23/2020 12:01:00 AM,CN
372,26864,10.0,20.0,50.0,80.0,2.0,1.0,10/22/2020 11:16:00 AM,CP
373,13145,31.7,50.0,60.0,90.0,2.0,2.0,10/22/2020 9:50:00 AM,CN
374,13820,2.1,255.0,25.0,40.0,2.0,1.0,10/19/2020 5:27:00 PM,CN
375,5460,27.86,900.0,50.0,50.0,2.0,2.0,10/13/2020 1:20:00 PM,CN
376,13869,2.0,1800.0,10.0,80.0,2.0,1.0,10/9/2020 8:25:00 PM,CN
377,46776,55.0,10310.0,30.0,50.0,4.0,2.0,10/11/2020 10:00:00 AM,CN
378,19624,10.0,20.0,60.0,80.0,1.0,1.0,10/6/2020 9:34:00 AM,CP
380,21134,15.0,1402.0,30.0,50.0,2.0,2.0,9/26/2020 11:43:00 AM,CP
381,2320,4.0,25.0,40.0,80.0,2.0,1.0,9/23/2020 10:49:00 AM,CN
382,30949,9.0,58.0,60.0,80.0,2.0,1.0,9/19/2020 9:05:00 AM,CP
384,13206,27.86,680.0,60.0,100.0,2.0,2.0,9/18/2020 10:20:00 PM,CN
385,5386,27.86,40.0,60.0,70.0,2.0,2.0,9/17/2020 5:30:00 PM,CN
386,26866,10.0,5.0,50.0,80.0,2.0,1.0,9/18/2020 9:20:00 AM,CP
387,20611,28.0,122.0,50.0,50.0,2.0,2.0,9/17/2020 9:59:00 AM,CP
388,610413,5.0,25.0,35.0,80.0,2.0,1.0,9/15/2020 5:55:00 PM,CN
389,5037,52.0,6300.0,60.0,50.0,2.0,3.0,9/12/2020 5:30:00 AM,CN
390,10271,12.86,50.0,60.0,70.0,1.0,1.0,9/11/2020 4:30:00 PM,CN
391,1833,12.0,10900.0,15.0,50.0,2.0,1.0,9/9/2020 9:13:00 PM,CN
393,28943,6.0,50.0,40.0,80.0,2.0,1.0,9/4/2020 1:33:00 PM,CP
394,19381,5.0,10.0,40.0,90.0,2.0,1.0,9/8/2020 11:30:00 AM,CP
395,14327,4.0,300.0,30.0,50.0,2.0,1.0,9/2/2020 3:45:00 PM,CN
396,14875,16.0,1.0,60.0,90.0,1.0,1.0,8/28/2020 10:35:00 AM,CN
397,600788,24.86,2.0,35.0,15.0,1.0,3.0,8/27/2020 2:10:00 PM,CN
398,42612,10.0,4.0,,25.0,1.0,1.0,8/26/2020 12:10:00 PM,CN
399,14847,16.0,20.0,60.0,90.0,2.0,1.0,8/25/2020 10:04:00 AM,CN
400,20308,10.0,200.0,60.0,60.0,2.0,1.0,8/24/2020 11:25:00 AM,CP
401,14892,16.0,75.0,60.0,90.0,2.0,1.0,8/24/2020 10:02:00 AM,CN
402,18982,10.0,5500.0,60.0,80.0,2.0,1.0,8/23/2020 8:18:00 PM,CP
403,13193,32.86,50.0,60.0,50.0,2.0,2.0,8/20/2020 12:05:00 PM,CN
404,31258,4.0,13000.0,15.0,50.0,6.0,1.0,8/17/2020 9:20:00 PM,CP
405,36677,11.0,48300.0,35.0,60.0,4.0,1.0,8/14/2020 12:35:00 AM,CP
406,27430,12.0,2821.0,45.0,60.0,4.0,1.0,8/13/2020 7:15:00 AM,CP
407,29029,6.0,250.0,40.0,50.0,2.0,1.0,8/6/2020 9:56:00 AM,CP
410,8767,3.0,2000.0,20.0,50.0,2.0,1.0,7/13/2020 2:07:00 PM,CN
411,1922,11.86,502.0,40.0,50.0,2.0,1.0,7/13/2020 3:40:00 AM,CN
413,26861,10.0,25.0,50.0,80.0,1.0,1.0,7/8/2020 10:02:00 AM,CP
414,28420,28.0,300.0,50.0,50.0,2.0,2.0,7/6/2020 10:40:00 PM,CP
415,2324,4.0,50.0,40.0,80.0,2.0,1.0,7/3/2020 4:30:00 PM,CN
417,610644,5.0,25.0,35.0,80.0,2.0,1.0,6/27/2020 6:30:00 PM,CN
418,24302,2.0,1500.0,30.0,60.0,2.0,1.0,6/24/2020 5:42:00 AM,CP
419,30709,4.0,65.0,30.0,80.0,2.0,1.0,6/23/2020 9:28:00 AM,CP
420,818,21.86,1100.0,30.0,50.0,2.0,1.0,6/18/2020 10:35:00 PM,CN
421,47154,29.0,1.0,30.0,50.0,5.0,2.0,6/16/2020 6:51:00 PM,CP
422,22849,1.0,14000.0,10.0,50.0,4.0,1.0,6/14/2020 1:10:00 PM,CP
423,610488,5.0,25.0,40.0,80.0,2.0,1.0,6/10/2020 11:35:00 AM,CN
424,29029,6.0,250.0,40.0,50.0,2.0,1.0,6/5/2020 9:34:00 AM,CP
425,35014,2.0,11682.0,30.0,50.0,2.0,1.0,6/4/2020 7:32:00 PM,CP
426,28240,8.0,1000.0,25.0,80.0,2.0,1.0,6/1/2020 9:42:00 AM,CMQ
427,22182,11.0,250.0,60.0,80.0,2.0,1.0,5/29/2020 2:22:00 PM,CP
428,600585,31.0,1.0,50.0,15.0,1.0,2.0,5/26/2020 11:49:00 AM,CP
429,20573,19.0,8000.0,10.0,100.0,2.0,1.0,5/22/2020 11:29:00 AM,CP
430,300684,46.0,25.0,30.0,80.0,2.0,1.0,9/10/2019 11:15:00 AM,CN
431,8198,40.0,450.0,65.0,50.0,2.0,2.0,5/13/2020 9:05:00 PM,CN
432,24032,18.0,5504.0,45.0,50.0,4.0,2.0,5/13/2020 4:25:00 PM,CP
433,46139,21.86,10.0,35.0,25.0,2.0,1.0,5/4/2019 7:30:00 AM,CN
434,16662,5.0,250.0,40.0,80.0,2.0,2.0,5/12/2020 7:34:00 AM,CN
435,3279,6.0,18200.0,10.0,80.0,6.0,1.0,5/8/2020 6:10:00 PM,VIA
436,19808,17.0,25.0,55.0,80.0,1.0,1.0,5/8/2020 11:36:00 AM,CP
438,13116,2.0,51000.0,15.0,80.0,4.0,2.0,4/29/2020 9:35:00 AM,CN
439,19152,10.0,3680.0,60.0,60.0,2.0,2.0,4/27/2020 12:36:00 PM,CP
441,23920,2.0,250.0,30.0,50.0,2.0,1.0,4/7/2020 5:38:00 PM,APR
444,24392,12.0,52.0,55.0,80.0,2.0,1.0,3/18/2020 4:45:00 PM,CP
445,13391,2.0,3000.0,25.0,60.0,2.0,1.0,3/10/2020 9:44:00 AM,CN
446,15850,4.0,152.0,25.0,50.0,2.0,1.0,3/9/2020 2:45:00 PM,CN
449,37703,,,,,,,3/3/2020 12:48:00 PM,CN
450,10492,55.0,4430.0,30.0,50.0,2.0,3.0,2/25/2020 8:45:00 PM,CN
451,26721,23.0,9335.0,40.0,50.0,2.0,2.0,2/18/2020 9:27:00 AM,CP
452,5310,1.0,13016.0,15.0,60.0,4.0,1.0,2/14/2020 5:20:00 AM,CN
453,35671,2.0,300.0,25.0,50.0,2.0,1.0,2/14/2020 7:00:00 AM,CP
454,33805,4.0,3015.0,50.0,70.0,4.0,2.0,2/12/2020 2:55:00 AM,CMQ
455,18976,10.0,500.0,60.0,80.0,2.0,2.0,2/10/2020 2:57:00 PM,CP
456,4862,27.0,3400.0,65.0,80.0,2.0,1.0,2/7/2020 3:40:00 PM,CN
457,34672,11.86,2002.0,40.0,60.0,2.0,1.0,2/6/2020 8:45:00 PM,CN
458,33953,2.0,19010.0,10.0,50.0,2.0,1.0,1/31/2020 10:15:00 PM,CN
459,4823,27.0,210.0,65.0,80.0,2.0,1.0,1/31/2020 3:03:00 PM,CN
460,10427,4.86,1700.0,40.0,50.0,2.0,1.0,1/30/2020 11:45:00 AM,CN
461,2320,4.0,25.0,40.0,80.0,2.0,1.0,1/28/2020 4:10:00 AM,CN
462,16591,5.0,50.0,25.0,80.0,1.0,1.0,1/25/2020 10:40:00 PM,CN
464,25002,10.0,12000.0,55.0,60.0,2.0,1.0,1/24/2020 10:37:00 AM,CP
465,12580,3.7,15.0,40.0,80.0,1.0,1.0,1/23/2020 4:27:00 PM,CN
466,2297,4.0,2624.0,40.0,100.0,2.0,1.0,1/20/2020 11:55:00 AM,CN
467,15491,3.0,12305.0,15.0,40.0,4.0,1.0,1/20/2020 12:19:00 PM,CN
468,600392,33.0,10.0,30.0,25.0,1.0,2.0,1/10/2020 10:30:00 AM,CP
469,8358,2.0,3500.0,10.0,70.0,4.0,1.0,1/10/2020 11:47:00 AM,CN
470,32168,18.0,4000.0,30.0,50.0,2.0,1.0,1/9/2020 11:35:00 AM,CN
471,32966,4.0,6000.0,25.0,60.0,4.0,1.0,1/6/2020 11:05:00 AM,CN
472,35777,0.5,500.0,15.0,50.0,2.0,1.0,1/3/2020 2:22:00 AM,CN
473,3621,2.0,25.0,25.0,30.0,1.0,1.0,1/3/2020 12:15:00 AM,CN
474,14926,8.0,5400.0,,50.0,2.0,2.0,12/29/2019 9:19:00 PM,CN
476,20531,4.0,40.0,40.0,80.0,2.0,1.0,12/20/2019 1:20:00 PM,ROV
477,26929,10.0,50.0,50.0,40.0,2.0,1.0,12/19/2019 2:24:00 PM,CP
478,428,24.86,102.0,30.0,50.0,2.0,2.0,12/19/2019 8:25:00 AM,CN
479,28990,6.0,100.0,40.0,80.0,2.0,1.0,12/17/2019 7:49:00 PM,CP
480,19590,10.0,650.0,60.0,50.0,2.0,1.0,12/16/2019 2:54:00 PM,CP
481,46279,,,,,,,12/13/2019 4:22:00 PM,CN
482,830,21.86,8308.0,30.0,50.0,2.0,1.0,12/12/2019 2:40:00 PM,CN
484,25665,2.0,3600.0,30.0,15.0,2.0,1.0,12/11/2019 4:03:00 PM,CP
485,32779,3.0,100.0,35.0,60.0,2.0,1.0,12/6/2019 12:50:00 PM,CN
486,46261,2.0,10.0,25.0,25.0,2.0,1.0,12/1/2019 11:27:00 AM,CN
487,30849,10.0,18000.0,25.0,50.0,4.0,1.0,11/29/2019 2:10:00 AM,CP
489,8956,2.0,25.0,10.0,80.0,2.0,1.0,11/29/2019 1:45:00 AM,CN
490,6674,16.0,3310.0,60.0,50.0,2.0,2.0,11/28/2019 9:14:00 PM,CN
491,36680,11.0,4704.0,35.0,60.0,2.0,2.0,11/20/2019 7:08:00 PM,CP
492,7917,54.0,5400.0,65.0,50.0,2.0,2.0,11/24/2019 4:18:00 AM,CN
493,35534,12.0,14739.0,35.0,60.0,4.0,2.0,11/19/2019 12:21:00 PM,CP
494,6447,8.0,15000.0,30.0,50.0,4.0,2.0,11/13/2019 2:48:00 PM,GO
495,29011,6.0,202.0,40.0,80.0,2.0,1.0,11/12/2019 6:04:00 PM,CP
496,2295,4.0,25.0,40.0,80.0,2.0,1.0,11/7/2019 8:45:00 PM,CN
497,14597,4.0,5000.0,20.0,50.0,2.0,1.0,11/7/2019 6:57:00 PM,CN
498,1765,3.0,502.0,25.0,80.0,2.0,1.0,11/6/2019 10:51:00 AM,CN
500,19532,10.0,260.0,60.0,90.0,2.0,2.0,10/29/2019 1:48:00 PM,CP
501,20556,9.0,10000.0,30.0,50.0,2.0,2.0,10/26/2019 5:35:00 AM,CP
502,15472,3.0,13210.0,25.0,50.0,4.0,1.0,10/27/2019 2:25:00 PM,CN
503,14922,2.0,24.0,15.0,50.0,2.0,1.0,10/26/2019 6:50:00 PM,CN
504,23160,10.0,2670.0,60.0,90.0,2.0,1.0,10/23/2019 8:22:00 AM,CP
505,19793,17.0,1.0,55.0,80.0,1.0,2.0,10/20/2019 2:52:00 PM,CP
506,36407,10.0,2.0,60.0,80.0,2.0,1.0,10/20/2019 10:08:00 AM,CP
507,7092,46.0,1600.0,50.0,80.0,2.0,1.0,10/21/2019 6:45:00 AM,CN
508,17694,0.27,7000.0,40.0,100.0,4.0,1.0,10/20/2019 7:03:00 PM,CN
509,36287,31.0,1.0,55.0,50.0,1.0,2.0,10/21/2019 5:35:00 PM,CP
510,2933,6.0,783.0,15.0,50.0,2.0,3.0,10/16/2019 7:55:00 PM,CN
511,24360,12.0,5532.0,55.0,50.0,2.0,1.0,10/16/2019 4:36:00 PM,CP
512,11073,2.0,30.0,40.0,40.0,2.0,1.0,10/14/2019 9:48:00 AM,CN
513,12660,18.86,600.0,50.0,80.0,2.0,1.0,10/12/2019 8:16:00 PM,CN
514,28394,26.0,600.0,30.0,50.0,2.0,1.0,10/6/2019 8:23:00 AM,CP
515,35878,2.0,520.0,25.0,100.0,2.0,1.0,9/29/2019 1:58:00 PM,CP
516,17066,27.86,580.0,60.0,50.0,2.0,1.0,9/30/2019 6:00:00 PM,CN
517,1280,5.0,1.0,40.0,80.0,2.0,1.0,9/30/2019 12:36:00 PM,CN
518,2327,4.0,1755.0,40.0,100.0,2.0,1.0,9/20/2019 12:51:00 PM,CN
519,47775,4.0,1742.0,25.0,30.0,2.0,1.0,9/13/2019 9:02:00 AM,CN
520,10767,11.86,6006.0,50.0,50.0,4.0,1.0,9/6/2019 7:00:00 PM,CN
522,33576,11.0,4819.0,35.0,50.0,2.0,1.0,9/5/2019 9:35:00 PM,CP
523,15866,4.0,200.0,40.0,50.0,2.0,1.0,9/3/2019 7:00:00 AM,CN
525,25020,10.0,1000.0,60.0,20.0,2.0,1.0,9/1/2019 8:00:00 AM,CP
526,33291,,,,,,,7/29/2019 9:40:00 AM,QNS&L
527,601118,39.86,250.0,50.0,15.0,1.0,2.0,8/28/2019 5:57:00 PM,CN
528,22289,2.0,560.0,30.0,80.0,2.0,1.0,8/26/2019 4:16:00 PM,CP
529,35427,12.0,4500.0,60.0,90.0,2.0,1.0,8/26/2019 1:24:00 PM,CN
530,43067,4.0,4.0,,15.0,1.0,1.0,8/26/2019 12:28:00 PM,CN
531,22140,10.0,138.0,60.0,60.0,2.0,1.0,8/14/2019 8:40:00 AM,CP
532,26100,2.0,8300.0,25.0,90.0,2.0,1.0,8/12/2019 2:33:00 PM,CMQ
533,23366,11.0,1200.0,40.0,50.0,2.0,2.0,8/8/2019 9:36:00 AM,CP
534,2271,4.0,7338.0,40.0,100.0,2.0,1.0,8/6/2019 1:00:00 AM,CN
535,11642,2.0,5300.0,15.0,60.0,2.0,1.0,8/3/2019 12:00:00 AM,GO
536,24389,12.0,127.0,55.0,80.0,2.0,1.0,8/2/2019 3:49:00 PM,CP
538,7069,46.0,1150.0,55.0,60.0,2.0,2.0,7/29/2019 6:31:00 PM,CN
539,42616,10.0,30.0,,30.0,1.0,1.0,7/29/2019 11:36:00 AM,CN
540,31249,4.0,3500.0,30.0,70.0,4.0,1.0,7/25/2019 11:40:00 AM,CP
541,17162,27.86,25.0,60.0,80.0,1.0,1.0,7/25/2019 1:00:00 AM,CN
542,46067,,,,,,,7/23/2019 6:00:00 PM,CN
543,24119,4.0,2100.0,10.0,50.0,2.0,1.0,7/18/2019 1:35:00 PM,CP
544,28683,8.0,2460.0,45.0,100.0,2.0,1.0,7/20/2019 9:00:00 AM,CP
546,15318,6.0,13000.0,10.0,50.0,2.0,1.0,7/16/2019 1:15:00 AM,CN
547,31266,4.0,125.0,30.0,80.0,2.0,1.0,7/15/2019 5:40:00 AM,CP
549,13948,34.0,5130.0,65.0,50.0,2.0,2.0,7/4/2019 3:08:00 PM,CN
550,600580,31.0,1.0,45.0,15.0,1.0,2.0,7/3/2019 7:53:00 AM,CP
551,46245,4.0,10.0,10.0,25.0,2.0,1.0,7/3/2019 12:05:00 AM,CN
552,22185,11.0,10.0,50.0,30.0,2.0,1.0,6/30/2019 2:56:00 PM,CP
553,49511,1.0,10.0,10.0,25.0,2.0,1.0,6/30/2019 8:00:00 AM,CN
554,29045,16.0,4112.0,30.0,50.0,2.0,3.0,6/28/2019 5:13:00 PM,CP
555,762532,8.0,90.0,45.0,50.0,2.0,1.0,6/21/2019 9:20:00 PM,CP
557,12056,3.0,100.0,40.0,80.0,2.0,1.0,6/21/2019 4:20:00 PM,CN
558,13209,27.86,25.0,60.0,90.0,2.0,2.0,6/20/2019 10:26:00 PM,CN
559,32636,2.0,31600.0,15.0,80.0,4.0,2.0,6/20/2019 5:35:00 PM,CN
561,17226,,,,,,,6/17/2019 11:25:00 AM,CN
562,23403,11.0,1.0,50.0,50.0,1.0,2.0,6/16/2019 3:50:00 PM,CP
563,600925,11.86,10.0,35.0,25.0,1.0,1.0,6/15/2019 5:50:00 PM,CN
564,31029,0.6,250.0,10.0,50.0,2.0,2.0,6/14/2019 8:13:00 PM,CP
565,31325,4.0,50.0,40.0,80.0,2.0,1.0,6/14/2019 10:49:00 AM,CP
566,46459,,,,,,,6/9/2019 10:45:00 PM,CP
567,46099,,,,,,,6/2/2019 12:45:00 AM,CP
568,2316,4.0,1.0,40.0,80.0,1.0,1.0,5/30/2019 7:04:00 AM,CN
569,5957,12.0,10.0,40.0,80.0,2.0,1.0,5/29/2019 5:40:00 PM,CN
570,36461,0.3,10000.0,25.0,50.0,2.0,1.0,5/24/2019 8:40:00 PM,CP
571,24919,9.0,12000.0,25.0,50.0,2.0,1.0,5/16/2019 7:08:00 AM,CP
572,13858,1.0,500.0,10.0,50.0,2.0,1.0,5/11/2019 5:15:00 AM,CN
573,30996,0.6,100.0,10.0,30.0,1.0,1.0,5/10/2019 8:36:00 AM,CP
574,14883,16.0,200.0,60.0,60.0,2.0,1.0,5/9/2019 11:10:00 PM,CN
575,24396,12.0,7004.0,35.0,50.0,4.0,2.0,4/20/2019 4:53:00 PM,CP
576,22204,11.0,500.0,60.0,80.0,2.0,1.0,4/30/2019 9:36:00 AM,CP
577,23396,11.0,25.0,50.0,90.0,2.0,2.0,4/24/2019 2:56:00 PM,CP
578,33804,9.0,4800.0,60.0,80.0,2.0,2.0,4/23/2019 8:53:00 PM,CP
579,23221,15.0,10.0,60.0,80.0,1.0,2.0,4/21/2019 12:50:00 AM,CP
580,6308,1.0,,,,2.0,1.0,4/22/2019 3:26:00 PM,GEXR
582,17600,39.86,1200.0,50.0,50.0,2.0,2.0,4/15/2019 10:09:00 AM,CN
584,12639,3.7,4000.0,15.0,50.0,2.0,1.0,4/10/2019 9:20:00 PM,CN
585,9128,4.0,1600.0,15.0,50.0,2.0,1.0,4/2/2019 9:28:00 AM,CN
586,20620,29.0,4510.0,45.0,50.0,2.0,2.0,4/1/2019 12:58:00 PM,CP
587,46368,3.0,100.0,25.0,25.0,2.0,1.0,4/2/2019 9:30:00 AM,CN
588,46538,18.0,25.0,40.0,80.0,2.0,1.0,3/31/2019 2:37:00 PM,CN
589,31318,4.0,200.0,40.0,50.0,2.0,2.0,3/29/2019 9:50:00 AM,CP
591,15872,4.0,2081.0,40.0,100.0,2.0,1.0,3/27/2019 3:30:00 AM,CN
592,24131,4.0,1798.0,25.0,50.0,2.0,4.0,3/26/2019 11:06:00 AM,CP
595,16653,5.0,360.0,40.0,80.0,2.0,1.0,3/17/2019 11:45:00 AM,CN
596,246,17.5,3345.0,60.0,60.0,2.0,1.0,3/13/2019 6:53:00 PM,VIA
598,9399,3.0,15.0,30.0,80.0,2.0,1.0,3/12/2019 4:00:00 PM,CN
599,26214,2.0,999.0,40.0,50.0,2.0,1.0,3/11/2019 3:14:00 PM,ROV
600,3279,6.0,18200.0,10.0,80.0,6.0,1.0,3/12/2019 2:46:00 AM,VIA
601,35799,5.0,500.0,40.0,80.0,2.0,1.0,3/8/2019 11:56:00 AM,CN
602,15474,3.0,6800.0,25.0,50.0,4.0,1.0,3/10/2019 11:30:00 AM,CN
603,15877,4.0,994.0,40.0,100.0,2.0,1.0,3/8/2019 1:02:00 PM,CN
606,19558,10.0,50.0,60.0,90.0,2.0,1.0,3/3/2019 4:11:00 PM,CP
607,30442,4.0,13000.0,15.0,50.0,4.0,1.0,2/28/2019 5:22:00 PM,CP
608,16634,5.0,10.0,40.0,80.0,2.0,1.0,2/28/2019 2:30:00 PM,CN
609,22862,1.0,500.0,10.0,50.0,2.0,1.0,2/25/2019 4:30:00 PM,CP
610,26877,10.0,25.0,50.0,80.0,2.0,1.0,2/24/2019 3:07:00 PM,CP
611,27456,2.0,75.0,30.0,80.0,2.0,1.0,2/25/2019 9:20:00 AM,CP
612,8329,103.0,827.0,60.0,40.0,2.0,2.0,2/24/2019 7:12:00 PM,GO
614,45687,54.0,2.0,65.0,0.0,1.0,2.0,2/22/2019 12:55:00 PM,CN
615,35073,4.0,540.0,30.0,40.0,2.0,1.0,2/21/2019 9:44:00 PM,CP
616,33970,6.0,8000.0,15.0,40.0,4.0,3.0,2/21/2019 1:00:00 PM,CN
617,11837,28.0,4100.0,40.0,50.0,4.0,1.0,2/21/2019 2:05:00 PM,VIA
618,29045,16.0,4112.0,30.0,50.0,2.0,3.0,2/20/2019 4:00:00 PM,CP
619,25543,5.0,810.0,30.0,100.0,2.0,1.0,2/19/2019 2:06:00 PM,CP
621,802,21.86,25.0,35.0,30.0,2.0,1.0,2/16/2019 6:07:00 AM,CN
622,860,21.86,5600.0,60.0,60.0,2.0,1.0,2/16/2019 3:20:00 PM,CN
623,13128,31.7,170.0,60.0,90.0,2.0,2.0,2/15/2019 2:50:00 AM,CN
625,5342,2.0,5800.0,15.0,50.0,2.0,1.0,2/12/2019 9:00:00 PM,CN
626,7918,54.0,1000.0,65.0,70.0,2.0,2.0,2/13/2019 3:46:00 AM,CN
627,28964,6.0,200.0,40.0,50.0,2.0,1.0,2/9/2019 6:11:00 PM,CP
628,24928,11.0,4000.0,35.0,50.0,2.0,1.0,2/1/2019 2:20:00 PM,CP
629,13124,31.7,4350.0,45.0,50.0,2.0,2.0,2/5/2019 1:20:00 PM,CN
630,46405,,,,,,,2/4/2019 9:50:00 PM,CN
634,3244,10.0,25.0,60.0,50.0,1.0,1.0,1/27/2019 6:28:00 PM,VIA
636,9344,3.0,24.0,40.0,80.0,2.0,1.0,1/22/2019 1:13:00 PM,CN
637,15482,3.0,1000.0,25.0,90.0,2.0,1.0,1/21/2019 2:42:00 PM,CN
638,7907,54.0,1370.0,65.0,30.0,2.0,2.0,1/20/2019 12:13:00 AM,CN
640,3978,0.33,264.0,25.0,80.0,2.0,1.0,1/17/2019 12:00:00 AM,CN
641,14597,4.0,5000.0,20.0,50.0,2.0,1.0,1/15/2019 9:41:00 AM,CN
643,32149,18.0,9006.0,30.0,50.0,2.0,2.0,1/10/2019 6:55:00 PM,CN
644,610128,2.0,25.0,10.0,80.0,2.0,1.0,1/8/2019 6:25:00 PM,CN
645,11001,4.0,700.0,40.0,60.0,2.0,1.0,1/5/2019 1:30:00 AM,CN
646,16939,27.86,186.0,60.0,80.0,2.0,2.0,1/3/2019 10:22:00 AM,CN
647,33577,11.0,3200.0,35.0,40.0,2.0,1.0,1/2/2019 1:50:00 PM,CP
648,17220,27.86,2573.0,40.0,70.0,2.0,2.0,1/1/2019 1:20:00 PM,CN
649,35892,18.0,6300.0,20.0,50.0,4.0,4.0,12/30/2018 10:55:00 PM,CN
650,36675,11.0,48100.0,35.0,70.0,4.0,1.0,12/30/2018 9:43:00 AM,CP
653,13856,2.1,3950.0,25.0,100.0,2.0,1.0,12/15/2018 2:04:00 PM,CN
654,46227,,,,,,,12/12/2018 4:07:00 AM,CN
655,13111,,,,,,,12/8/2018 9:50:00 AM,CN
656,29019,6.0,100.0,40.0,80.0,2.0,1.0,12/5/2018 3:28:00 PM,CP
657,36378,5.0,50.0,30.0,60.0,2.0,1.0,11/27/2018 9:25:00 PM,CN
658,13369,27.86,960.0,60.0,100.0,2.0,2.0,12/2/2018 6:00:00 PM,CN
659,34159,4.0,0.0,10.0,20.0,2.0,1.0,11/30/2018 10:45:00 PM,SLR
660,12622,3.7,225.0,40.0,80.0,2.0,1.0,11/29/2018 12:47:00 PM,CN
662,35371,4.0,2000.0,15.0,50.0,2.0,1.0,11/26/2018 11:50:00 PM,CN
663,8139,40.0,415.0,65.0,60.0,1.0,2.0,11/26/2018 7:44:00 PM,CN
664,11029,2.0,100.0,40.0,80.0,2.0,1.0,11/25/2018 1:40:00 PM,CN
665,5791,1.0,3600.0,10.0,50.0,4.0,1.0,11/23/2018 3:12:00 PM,GO
667,5995,18.0,50.0,50.0,80.0,2.0,1.0,11/22/2018 2:30:00 PM,CN
668,30988,0.6,300.0,10.0,50.0,2.0,1.0,11/21/2018 1:30:00 PM,CP
669,26947,10.0,100.0,50.0,80.0,2.0,1.0,11/21/2018 9:27:00 AM,CP
670,46279,,,,,,,11/20/2018 5:20:00 AM,CN
671,18971,10.0,130.0,60.0,80.0,2.0,1.0,11/17/2018 4:48:00 AM,CP
672,6185,2.86,50.0,40.0,90.0,2.0,1.0,11/14/2018 6:38:00 PM,CN
673,6327,2.0,500.0,35.0,80.0,2.0,1.0,11/13/2018 3:14:00 PM,GEXR
674,35073,4.0,540.0,30.0,40.0,2.0,1.0,11/8/2018 11:34:00 AM,CP
675,600510,9.0,7502.0,55.0,60.0,2.0,1.0,11/8/2018 3:40:00 PM,CP
676,46227,,,,,,,11/8/2018 1:46:00 PM,CN
677,30324,5.0,3600.0,30.0,60.0,4.0,1.0,11/2/2018 10:11:00 PM,CP
